📺央视频道,#genre#
CCTV-6,http://dd.ddzb.fun/php/migu.php?id=cctv6
CCTV-6,http://101.35.240.114:88/live.php?id=CCTV6
CCTV-7,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://drive.mxmy.net:8888/udp/239.3.1.61:8104
CCTV-7,http://dd.ddzb.fun/php/migu.php?id=cctv7
CCTV-7,http://101.35.240.114:88/live.php?id=CCTV7
CCTV-8,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv8&ChannelID=cctv8&videoTVChannel=cctv8&P2PChannelID=pd://cctv_p2p_cctv8
CCTV-8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://dd.ddzb.fun/php/migu.php?id=cctv8
CCTV-8,http://101.35.240.114:88/live.php?id=CCTV8
CCTV-9,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?v=180.171.5.8.9.6.3.9&vdnSID=&vdnIP=&vdnCountryCode=&vdnProvinceCode=&vdnCityCode=&vdnISPCode=&tai=cctvjilu&ChannelID=cctvjilu&videoTVChannel=cctvjilu&P2PChannelID=pd://cctv_p2p_cctvjilu
CCTV-9,http://dd.ddzb.fun/php/migu.php?id=cctv9
CCTV-9,http://101.35.240.114:88/live.php?id=CCTV9
CCTV-10,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv10&videoTVChannel=cctv10&P2PChannelID=pd://cctv_p2p_cctv10&tai=cctv10&VideoName=cctv10&channelID=cctv10
CCTV-10,https://cdn4.skygo.mn/live/disk1/CCTV-10/HLSv3-FTA/CCTV-10.m3u8
CCTV-10,http://drive.mxmy.net:8888/udp/239.3.1.63:8116
CCTV-10,http://dd.ddzb.fun/php/migu.php?id=cctv10
CCTV-11,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv11&videoTVChannel=cctv11&P2PChannelID=pd://cctv_p2p_cctv11&tai=cctv11&VideoName=cctv11&channelID=cctv11
CCTV-11,http://www.negative.top:50000/rtp/233.50.200.132:5140
CCTV-11,http://dd.ddzb.fun/php/migu.php?id=cctv11
CCTV-11,http://101.35.240.114:88/live.php?id=CCTV11
CCTV-12,http://222.223.41.27:8888/hls/12/index.m3u8
CCTV-12,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?v=180.171.5.8.9.6.3.9&vdnSID=&vdnIP=&vdnCountryCode=&vdnProvinceCode=&vdnCityCode=&vdnISPCode=&tai=cctv12&ChannelID=cctv12&videoTVChannel=cctv12&P2PChannelID=pd://cctv_p2p_cctv12
CCTV-12,http://www.negative.top:50000/rtp/233.50.200.21:5140
CCTV-12,http://dd.ddzb.fun/php/migu.php?id=cctv12
CCTV-12,http://101.35.240.114:88/live.php?id=CCTV12
CCTV-13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=:20240213104135
CCTV-14,http://drive.mxmy.net:8888/udp/239.3.1.65:8132
CCTV-14,http://dd.ddzb.fun/php/migu.php?id=cctv14
CCTV-14,http://101.35.240.114:88/live.php?id=CCTV14
CCTV-15,http://183.223.157.33:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,https://xykt-fix.github.io/play/a02e/index.m3u8
CCTV-15,http://drive.mxmy.net:8888/udp/239.3.1.153:8136
CCTV-15,http://www.negative.top:50000/rtp/233.50.200.133:5140
CCTV-15,http://dd.ddzb.fun/php/migu.php?id=cctv15
CCTV-16,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV-16,http://dd.ddzb.fun/php/migu.php?id=cctv16
CCTV-16,http://101.35.240.114:88/live.php?id=CCTV16
CCTV-17,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv17&videoTVChannel=cctv17&P2PChannelID=pd://cctv_p2p_cctv17&tai=cctv1&VideoName=cctv1&channelID=cctv17
CCTV-17,http://drive.mxmy.net:8888/udp/239.3.1.151:8144
CCTV-17,http://dd.ddzb.fun/php/migu.php?id=cctv17
CCTV-17,http://101.35.240.114:88/live.php?id=CCTV17
CETV-1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV-1,https://iptv.catvod.com/migu?id=923287154&token=2f278016bc9d2918e2d5dc1a6eac5332
CETV-1,https://iptv.catvod.com/migu?id=923287154&token=c916365cd4c0dba0580171a9160d65c4
CETV-1,https://iptv.catvod.com/migu?id=923287154&token=9361ffde82f36393fb2e98f1678d24b2
CETV-1,https://iptv.catvod.com/live.php?id=CETV1&line=1
CETV-2,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV-2,https://iptv.catvod.com/migu?id=923287211&token=5406520f1cea2285f519f87e7b96a767
CETV-2,https://iptv.catvod.com/migu?id=923287211&token=abcf4cdf4f33d34af50a0ecac23cc324
CETV-2,https://iptv.catvod.com/migu?id=923287211&token=e005bca94cf63dd3cb512e0f36965c22
CETV-2,https://iptv.catvod.com/migu?id=923287211&token=325c866942c037c130d2ec0d285fa5a9
CETV-4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV-4,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV-4,https://iptv.catvod.com/migu?id=923287339&token=4e6076c13a9f1035102a37726361f8d5
CETV-4,https://iptv.catvod.com/migu?id=923287339&token=fa4926c2b86d3823849d84d75cede94d
CETV-4,https://iptv.catvod.com/migu?id=923287339&token=5da301b92415a4e91ee081faee50eeda
第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8
风云足球,http://120.238.84.45:9901/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0


📺4K频道,#genre#
CCTV4K|CCTV 4K|CCTV-4K|CCTV4K真4K,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1784880000-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-ae38ef2896a3b043eb65046e2b5bcbeb&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4K|CCTV 4K|CCTV-4K|CCTV4K真4K,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1785150900-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-97728115d4068c2c2a76f4fb09c26f6e&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4K|CCTV 4K|CCTV-4K|CCTV4K真4K,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1785276900-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-d4051d843eb14f3d5c55b5ca99dd7590&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4K|CCTV 4K|CCTV-4K|CCTV4K真4K,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1771441200-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-8e1bb13200401b1d801525d747e5ee29&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4K|CCTV 4K|CCTV-4K|CCTV4K真4K,http://101.35.240.114:88/live.php?id=CCTV4K
北京卫视4K,http://59.39.89.130:60901/tsfile/live/0125_7.m3u8?key=txiptv&playlive=1&authid=0
东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视4K,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视4K,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视4K,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视4K,http://101.35.240.114:88/live.php?id=东方卫视4K
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://dd.ddzb.fun/php/migu.php?id=hunws
湖南卫视4K,http://101.35.240.114:88/live.php?id=湖南卫视
湖南卫视4K,http://101.35.240.114:88/live.php?id=湖南卫视4K
浙江卫视4K,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视4K,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视4K,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视4K,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视4K,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
江苏卫视4K,http://101.35.240.114:88/live.php?id=江苏卫视4K
广东卫视4K,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视4K,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视4K,http://101.35.240.114:88/live.php?id=广东卫视4K
深圳卫视4K,http://59.39.89.130:60901/tsfile/live/0125_11.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视4K,http://101.35.240.114:88/live.php?id=深圳卫视4K
山东卫视4K,http://101.35.240.114:88/live.php?id=山东卫视4K


📡卫视频道,#genre#
广东卫视,http://8.138.7.223/tv/gdws.m3u8
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://dd.ddzb.fun/php/migu.php?id=gdws
广东卫视,http://101.35.240.114:88/live.php?id=广东卫视
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-gao-qing-2.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://dd.ddzb.fun/php/migu.php?id=hunws
湖南卫视,http://101.35.240.114:88/live.php?id=湖南卫视
湖南卫视,http://101.35.240.114:88/live.php?id=湖南卫视4K
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
湖北卫视,http://59.39.89.130:60901/tsfile/live/0125_12.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://dd.ddzb.fun/php/migu.php?id=hubws
湖北卫视,http://101.35.240.114:88/live.php?id=湖北卫视
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视,http://101.35.240.114:88/live.php?id=黑龙江卫视
安徽卫视,https://live1.ahtv.cn/ahws/playlist.m3u8?_upt=38fb3a231783837379
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
安徽卫视,http://222.90.21.30:9901/hls/25/index.m3u8
安徽卫视,http://112.123.243.37:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://59.39.89.130:60901/tsfile/live/0125_6.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=chongqing&videoTVChannel=chongqing&P2PChannelID=pd://cctv_p2p_hdchongqing&tai=chongqing&VideoName=chongqing&channelID=chongqing
重庆卫视,http://dd.ddzb.fun/php/migu.php?id=cqws
重庆卫视,http://101.35.240.114:88/live.php?id=重庆卫视
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://dd.ddzb.fun/php/migu.php?id=dfws
东方卫视,http://101.35.240.114:88/live.php?id=东方卫视
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
东南卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=dongnan&P2PChannelID=pd://cctv_p2p_dongnan
东南卫视,http://drive.mxmy.net:8888/udp/239.3.1.156:8148
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://dd.ddzb.fun/php/migu.php?id=dnws
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
甘肃卫视,http://dd.ddzb.fun/php/migu.php?id=gsws
甘肃卫视,http://101.35.240.114:88/live.php?id=甘肃卫视
广西卫视,https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视,http://dd.ddzb.fun/php/migu.php?id=gxws
贵州卫视,http://59.39.89.130:60901/tsfile/live/0125_15.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://dd.ddzb.fun/php/migu.php?id=gzws
贵州卫视,http://101.35.240.114:88/live.php?id=贵州卫视
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南卫视,http://183.223.157.33:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://www.negative.top:50000/rtp/233.50.200.165:5140
海南卫视,http://dd.ddzb.fun/php/migu.php?id=hinws
海南卫视,http://101.35.240.114:88/live.php?id=海南卫视
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
河北卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=hebei&videoTVChannel=hebei&P2PChannelID=pd://cctv_p2p_hebei&tai=hebei&VideoName=hebei&channelID=hebei
河北卫视,http://101.35.240.114:88/live.php?id=河北卫视
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://dd.ddzb.fun/php/migu.php?id=hnws
河南卫视,http://101.35.240.114:88/live.php?id=河南卫视
吉林卫视,http://223.75.149.129:9906/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://59.39.89.130:60901/tsfile/live/0125_19.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=jilin&videoTVChannel=jilin&P2PChannelID=pd://cctv_p2p_hdjilin&tai=jilin&VideoName=jilin&channelID=jilin
吉林卫视,http://drive.mxmy.net:8888/udp/239.3.1.240:8172
吉林卫视,http://dd.ddzb.fun/php/migu.php?id=jlws
江苏卫视,http://183.223.157.33:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://dd.ddzb.fun/php/migu.php?id=jsws
江苏卫视,http://101.35.240.114:88/live.php?id=江苏卫视
江西卫视,http://59.39.89.130:60901/tsfile/live/0125_10.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://dd.ddzb.fun/php/migu.php?id=jxws
江西卫视,http://101.35.240.114:88/live.php?id=江西卫视
辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://dd.ddzb.fun/php/migu.php?id=lnws
辽宁卫视,http://101.35.240.114:88/live.php?id=辽宁卫视
内蒙古卫视,http://dd.ddzb.fun/php/migu.php?id=nmws
内蒙古卫视,http://101.35.240.114:88/live.php?id=内蒙古卫视
宁夏卫视,http://dd.ddzb.fun/php/migu.php?id=nxws
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
青海卫视,http://dd.ddzb.fun/php/migu.php?id=qhws
青海卫视,http://101.35.240.114:88/live.php?id=青海卫视
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
山东卫视,http://dd.ddzb.fun/php/migu.php?id=sdws
山东卫视,http://101.35.240.114:88/live.php?id=山东卫视
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
山西卫视,https://iptv.catvod.com/catvod.php?id=sxiws
山西卫视,http://101.35.240.114:88/live.php?id=山西卫视
陕西卫视,http://101.35.240.114:88/live.php?id=陕西卫视
四川卫视,http://59.39.89.130:60901/tsfile/live/0125_16.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://101.35.240.114:88/live.php?id=四川卫视
四川卫视,http://101.35.240.114:88/live.php?id=四川卫视4K
深圳卫视,http://8.138.7.223/tv/szws.m3u8
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8
深圳卫视,http://59.39.89.130:60901/tsfile/live/0125_11.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://101.35.240.114:88/live.php?id=深圳卫视
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
天津卫视,http://101.35.240.114:88/live.php?id=天津卫视
西藏卫视,http://dd.ddzb.fun/php/migu.php?id=xzws
西藏卫视,http://101.35.240.114:88/live.php?id=西藏卫视
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd
新疆卫视,http://dd.ddzb.fun/php/migu.php?id=xjws
新疆卫视,http://101.35.240.114:88/live.php?id=新疆卫视
云南卫视,http://59.39.89.130:60901/tsfile/live/0125_18.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
云南卫视,http://dd.ddzb.fun/php/migu.php?id=ynws


🏠广东本地频道,#genre#
广东珠江,http://8.138.7.223/tv/gdzj.m3u8
广东珠江,https://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东珠江,http://67.220.71.199:2347/livehttpplay?channel_id=20144
广东体育,http://gmxw.7766.org:808/hls/82/index.m3u8
广东体育,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E4%BD%93%E8%82%B2
广东体育,https://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
广东新闻,http://gmxw.7766.org:808/hls/94/index.m3u8
广东新闻,https://iptv.catvod.com/gdtv?id=45&t=1783306791&tk=nc2Ow_IUSBR-6Cd5MUkidIESxIfvLAuXiaj99a74ivE
广东民生,http://gmxw.7766.org:808/hls/106/index.m3u8
广东民生,https://iptv.catvod.com/gdtv?id=48&t=1783306791&tk=-dd5q8cx-V6pIOZYld7RiBirc-Ycdcytq9pc2nkKkMM
广东公共,http://gmxw.7766.org:808/hls/114/index.m3u8
广东南方卫视,http://183.11.239.36:808/hls/92/index.m3u8
广东南方卫视,http://gmxw.7766.org:808/hls/92/index.m3u8
大湾区卫视,http://8.138.7.223/tv/dwq.m3u8
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,https://gx.484947.xyz/PLTV/77777777/224/3221225748/index.m3u8
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
大湾区卫视,http://dd.ddzb.fun/php/migu.php?id=dwqws
广州综合,http://8.138.7.223/tv/gzzh.m3u8
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=751b5ecd94a0d9d34c7e37e25bb8b27a&txTime=193108637cb
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&txSecret=7e4590b2320037d7ce49ce9eac2dd6c0
广州影视,http://8.138.7.223/tv/gzys.m3u8
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=074974bc25835d38fda6936ae40aabe9&txTime=193108637cb
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487
广州影视,https://tencentplaygsm.gztv.com/live/yingshi.m3u8?txTime=65797d58&txSecret=6fee6e4ead49f4ccfb8113f0a580acb3
广州影视,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4
广州竞赛,http://8.138.7.223/tv/gzjs.m3u8
广州竞赛,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
广州竞赛,https://tencentplaygsm.gztv.com/live/jingsai.m3u8?txTime=659e2559&txSecret=067c1cd334fe2f8773d9452993e86c78
汕头综合,http://183.11.239.36:808/hls/96/index.m3u8
汕头综合,http://gmxw.7766.org:808/hls/140/index.m3u8
汕头综合,https://t.freetv.fun/live/shan-tou-zong-he-gao-qing-19.m3u8
汕头经济,http://183.11.239.36:808/hls/97/index.m3u8
汕头经济,https://t.freetv.fun/live/shan-tou-jing-ji-1.m3u8
汕头文旅,http://183.11.239.36:808/hls/98/index.m3u8
